loc_x,loc_y,n
163.0000001051974,11.07999999794737,2
270.60000303096683,24.61001201895545,5
203.69999980243415,25.690000029250008,2
271.3100009393688,33.77999978542339,3
263.94009575383944,10.322957598738979,8
261.5200001277763,54.83999983938151,2
120.3200001582595,105.80999964495184,3
202.54999999999995,105.04999999999997,2
22.659998735597206,64.19999760341429,5
234.480000110329,64.16999988915786,2
252.24337297563142,20.329471855773253,7
149.25,123.07000000000001,2
151.07000005499998,32.39999959800004,2
189.26,74.06,2
273.32,110.71,1
276.55499999999984,35.255000000000024,4
149.09,53.6,1
284.8,32.58,1
41.09000000000001,122.78999999999998,2
217.7300000258998,22.990000143698502,2
244.09,136.1,2
213.26,99.51,1
13.760000185763746,27.13000090817492,3
282.8199999999999,121.12999999999998,2
211.42999999999998,39.71999999999996,5
226.98,73.86,1
5.390000105197409,19.55000035664487,2
133.26000000000002,93.69,2
250.23999999999992,91.41000000000003,2
184.15000001331197,53.659999094784084,1
30.15661178089407,33.14370854415145,6
286.01998515210903,28.910038191866136,8
4.929999999999999,39.61,1
280.89,0.67,2
169.9099997860131,5.120000259144835,2
216.63999999999996,7.17,1
208.97999999999996,36.069999999999986,3
31.14499528063437,47.31245800114039,6
38.44000010342398,88.71999934771206,1
203.09000000000003,42.599999999999994,2
20.820000000000004,16.31,2
284.35065187347345,16.10891496365776,6
289.02107353758396,22.081577620143783,5
16.44000138369114,23.60999570975892,6
257.8699996620801,66.05999798784106,2
250.75999791822656,18.449991764621462,6
237.72999994355263,66.90999974855255,2
38.57000012586334,39.53999853318595,1
198.24999770112117,51.139999928320044,1
268.88313502939474,9.735640954480996,8
33.24999831753049,64.57999923036951,3
229.3000006298825,111.05000021824478,3
21.819999999999993,54.099999999999994,2
250.49999990660518,67.31999998614472,2
248.24999984707893,43.930000071328976,2
253.7502570685742,54.55868741643404,6
22.695865941770183,36.74635804871519,7
24.64999999996371,122.55999999981881,2
46.42999921542594,49.98000066394888,3
27.729998049281004,68.13999973888014,1
36.56001887960365,38.38999459562349,4
289.29999988399834,29.209999988814115,3
18.009999999999994,31.539999999999996,2
43.22999988736004,51.31999877120062,2
24.870000952602656,62.30000329892295,3
24.92,37.73,1
269.5499952230758,4.44999884637509,5
240.36999987452944,7.3100006155293356,3
21.919992594939192,56.81999706207855,3
262.65000021708886,63.46999990595574,3
279.4016231961675,23.776798884113,8
23.67999463766193,51.17000399987376,3
283.24499999999995,43.71499999999999,4
288.0101321294353,27.10366486160683,7
177.89000079674832,33.409998736444706,4
33.61,24.560000000000006,3
41.42000246473129,49.34999933343745,3
254.15754803804543,4.94037511622809,8
25.801750177453016,42.92347305415355,7
282.37000956856735,39.7100069294167,6
23.91000048131841,58.569988091396354,5
246.10999999999996,47.28,1
265.88007009352714,18.95999736084643,8
276.30999620623095,18.120023193030608,8
286.92063142201505,19.410139650844286,4
265.6100012532797,28.480001706401733,5
257.2543466632034,13.765693461635438,8
30.199994799726962,60.60000681201248,6
264.11000413335245,22.889997157599314,5
266.1081809001114,10.00759552093664,8
273.49008565307304,15.159928033039714,8
255.0600090579638,48.240031725000435,4
289.0199999876843,50.72999970801306,2
284.1299857031489,22.330027449954024,5
271.75990246445417,8.12027002506622,8
267.955009056944,14.96720173522624,8
16.34000109287789,63.31003591317081,4
252.80999951243402,103.28999968171121,3
1.4900001765263833,37.020000132907946,2
264.88999999999993,57.75,2
45.89499999999999,51.969999999999985,3
256.0389619171326,0.668959335870304,7
36.069982136695366,59.6700314734415,3
261.07464644236927,9.27422228733221,8
27.18000153318807,64.38999259749045,5
31.20000213870746,41.270001175338486,3
168.18999968902617,33.61000016010532,2
23.499996451578724,29.950015007315066,5
175.90999999999997,28.829999999999995,2
257.8262600128868,5.010721899919616,8
27.136820031183586,50.934420466969264,6
257.94997924946944,21.830022022784746,4
266.0100005607502,13.619999438454538,8
284.7499990911976,38.10000027094733,2
193.76000323329774,51.000000100815505,3
258.2699840384836,61.330012046427534,4
279.22000059611224,32.67999891547389,7
208.92000127457223,101.16999951249082,2
276.54397957799154,14.8288814641369,8
270.53074945252354,3.931571949904743,6
40.97002295956354,45.14002763070793,5
242.97999693861766,57.490003726132215,3
277.80981541486307,27.169977749533366,6
29.600000921599523,39.239999682560175,2
252.54908385486317,1.7912164053796522,7
43.38000014676323,37.48999974342095,2
21.500053881394162,45.19993488797461,4
261.8699918484623,15.030004300179263,8
255.52995515950786,6.690045260125745,7
244.3299996260001,2.900000038999996,2
22.57000368722231,68.89999477656633,3
258.3100002504211,43.729999900960486,2
267.69,53.23,1
269.80837960920115,15.169129717617007,8
18.019670932138897,35.90981543877329,6
266.6599999602819,21.1099995697837,7
259.05971114499323,14.119706112124744,8
268.05375897643034,12.641694316459356,8
190.93999988453936,37.54999988607889,2
34.37980474633469,39.550131950526136,6
270.1399960319566,0.7299865934821214,5
25.312369319408035,48.78319280514181,6
265.96000097165444,16.899999550642736,8
18.540007974508526,40.979990469489834,3
163.4599993190404,41.14999773696115,2
267.97831497470577,22.67398606382264,6
275.1147660097224,15.334535815530618,8
283.1301651564595,32.24976282959715,8
281.03999959262796,25.50998990465246,6
273.67001937590203,16.81997769459465,8
271.48993324971855,11.749695007288638,8
244.68003601956298,7.170038526459427,5
24.68001632463501,53.74988585786072,7
281.17810040867596,17.806735344746148,8
250.31584254446042,5.156825404118001,7
265.21784460780793,10.960797952336906,8
193.90996061702407,27.37002453452398,4
16.980000585832137,26.319999568034337,2
170.23,20.819999999999997,1
276.6099813724106,20.269984412277907,8
252.22999983532205,11.119999939150535,8
252.4266900310731,7.131481124644349,6
179.27012670710712,31.58997750060714,5
196.50000487906226,41.899951584690236,4
271.22999935235816,5.9000121287907215,3
35.4400006082712,55.870000140514264,2
273.40999172469316,2.5200344078542742,3
236.63000011264003,62.010000501759954,2
285.7499989780447,14.39999915680185,3
270.4496570497009,9.409710953609252,8
266.9499998727367,59.2100002704343,2
277.47213123753954,25.864886508600836,5
273.9170566827299,12.307272157611212,7
280.04997651047864,34.110045939512815,5
31.8399999917026,43.22999993431042,3
254.8700230077951,9.530046932428563,5
274.51299488046834,25.526430760774137,8
246.23000054271975,63.849999349760346,1
14.429999417835944,42.76000048658626,2
288.6599997455091,33.770000329270275,2
277.67002754291684,18.66999635478161,7
17.539999999999996,29.269999999999985,2
254.0099791180222,21.45999539560693,5
264.51598621120564,13.6433990224675,8
273.8801054019535,7.02996528749897,4
256.22999645632643,2.7700019235400557,3
257.900024322099,53.29000913148777,6
284.7400030971136,24.250015213253498,5
